reaction_id,atom_count,charge,multiplicity,file,sha256,source
rxn165,12,0,1,rxn165.xyz,eddb650a7c3c68a968051a96857a37a1847dc50e9ff41e67fefb6ca71cf237da,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn165/ts_guess.xyz
rxn170,12,0,1,rxn170.xyz,4a2b6ca0708586836f69b03efa52d4fb80c7bcdf824a75d224ce046631b58c7a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn170/ts_guess.xyz
rxn196,11,0,1,rxn196.xyz,2f4d4d605f4a196036cb26d803ffbc91c9232f70a3ae2d95b1f4a49d08d46c8a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn196/ts_guess.xyz
rxn199,10,0,1,rxn199.xyz,6747fe85473c9537ff6ddd74214f53277052176715e42ebc2cdae1319befd040,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn199/ts_guess.xyz
rxn207,15,0,1,rxn207.xyz,96d41b360c7cc272b834a243ba9d4dbba892cae15e6ee99c166036598dd4a20d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn207/ts_guess.xyz
rxn209,15,0,1,rxn209.xyz,6d39f14b419837cc1a08673b6f39f269ba07140c63d4688f2e02285d35ce5621,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn209/ts_guess.xyz
rxn220,14,0,1,rxn220.xyz,0cd0cdad13bff79478789af120454a8bb445d045dca1e7fe0b9cba72ecef5eed,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn220/ts_guess.xyz
rxn233,13,0,1,rxn233.xyz,72a797ddea62b4c949dee8189728d63ebe1d06787c61354837e3369e5c914346,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn233/ts_guess.xyz
rxn235,14,0,1,rxn235.xyz,446f145ea91c36546cf8b554ad7e69ab70629a5d4251becd5b70a6e09ee17644,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn235/ts_guess.xyz
rxn263,9,0,1,rxn263.xyz,f76264ddbdfaa2fc2997d9d281e2182a0fced9fc370ee091c2ce16fe00a742f1,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn263/ts_guess.xyz
rxn282,8,0,1,rxn282.xyz,433f2205742122fa2fb36ad4a7f9a3c805344d41bdd1566513ec05096f63652c,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn282/ts_guess.xyz
rxn288,12,0,1,rxn288.xyz,3f539935c431462fe0932501c1ec08c1da8ce23a2b102af74f149239b1aec9a3,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn288/ts_guess.xyz
rxn293,12,0,1,rxn293.xyz,9fed4ae01c92a1f80f3b627f91ae0eea03f30ac0e62abb3e0b62e1077abbaf91,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn293/ts_guess.xyz
rxn296,8,0,1,rxn296.xyz,49acb77258ede4658bac305f4c2e8a7d6c5c5ce236713bcc67e4fd898d4af897,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn296/ts_guess.xyz
rxn298,8,0,1,rxn298.xyz,04abae1e6c37cb7ab820fed7dc7eee9deb41006dff2306ef72304e4f7f101baa,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn298/ts_guess.xyz
rxn313,10,0,1,rxn313.xyz,253e5ba8257d4955c660911370cb7554ad6c8510b53befe9cde63db04bd7465e,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn313/ts_guess.xyz
rxn320,14,0,1,rxn320.xyz,759c0ef5c7dbbfd16214b3747e4eb37854d6db6860a5a5d71e6d43ee596f065d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn320/ts_guess.xyz
rxn326,14,0,1,rxn326.xyz,d6c08144305695ac8b6b566fe3482362205b3affda521a9459e7e9921a5c993b,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn326/ts_guess.xyz
rxn333,9,0,1,rxn333.xyz,19c68ba804fde1df2471c1c00995f447d41bb0c2658b740a325822910b5c1b76,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn333/ts_guess.xyz
rxn336,9,0,1,rxn336.xyz,a649cb2ec2491f19a19ca9d21e5fe609265cec2f2d60f895bae67e4976b1b15e,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn336/ts_guess.xyz
rxn346,11,0,1,rxn346.xyz,4ebfaded02694f73295e99f470396d30d556bc0f22c40789f4d62e72002d509d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn346/ts_guess.xyz
rxn348,17,0,1,rxn348.xyz,3c0e371d15928d8678b97b1dbd8baaaf8da85bacf29da11a7e941d5381e3ed5a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn348/ts_guess.xyz
rxn356,17,0,1,rxn356.xyz,ed47060df99d00bf561ca8ac826ffe2b8ba9d5ee9034b1a546e227fb469feece,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn356/ts_guess.xyz
rxn388,13,0,1,rxn388.xyz,dd27dd169c702eb198e471401be91e746f75a4bfa7efeca7e11efdee1017d664,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn388/ts_guess.xyz
rxn397,16,0,1,rxn397.xyz,3c0a0fcf88ced9573ede8627288f405fea54842c39002f395e6136109e62076a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn397/ts_guess.xyz
rxn398,16,0,1,rxn398.xyz,6988ad0da961920cd072a4a91214bf4b0b260d83839ddf5c599080aa2265a323,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn398/ts_guess.xyz
rxn403,16,0,1,rxn403.xyz,c47bd78bed753777a68f92b5a06d3070f2a4dd459a3a517d24839332caa612f0,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn403/ts_guess.xyz
rxn408,11,0,1,rxn408.xyz,2c9c4daff6de3effe6423798e4cd56beaecbd9650522b6ba0ef0efbff2945ff7,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn408/ts_guess.xyz
rxn411,11,0,1,rxn411.xyz,cc43e7ef264bb6b753e048fb575089ae85a204fe3fe7af48a9a03b52494b44b5,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn411/ts_guess.xyz
rxn416,13,0,1,rxn416.xyz,245610d823e921688feca2a516da076a3388d3efd3abd05d02bbaa419a998f07,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn416/ts_guess.xyz
rxn417,13,0,1,rxn417.xyz,11b2c095c466c80434e1ab9e5474efafa8b9feee579fec864e6a09ac8c4a20d1,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn417/ts_guess.xyz
rxn432,11,0,1,rxn432.xyz,f4b9918ff9336311b11742f272ad7b31e3bbf73a8d7b7188603a91db37f0d552,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn432/ts_guess.xyz
rxn436,11,0,1,rxn436.xyz,755e9d28006be8602f891fa922f641b48cef85cc25ea99c1adaced0b787f2fff,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn436/ts_guess.xyz
rxn442,12,0,1,rxn442.xyz,7d008f16cc4b4443a893c8cae66058b07b85cb5f1ae9d494064439f79226bdf7,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn442/ts_guess.xyz
rxn447,12,0,1,rxn447.xyz,cd2dee42a966bb7803b7da75c5ced1d320b2ddf29d78964c4f4ffc3652b52730,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn447/ts_guess.xyz
rxn459,14,0,1,rxn459.xyz,1788560a0c7c4b2a15bc3683a0bc38d8e52ae855e43a780070ed17479ad27040,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn459/ts_guess.xyz
rxn464,14,0,1,rxn464.xyz,73eed20422eae12acf03cebaeefd5f8b26cc2bab44127d950be4ed3fb613dd3a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn464/ts_guess.xyz
rxn475,7,0,1,rxn475.xyz,28eaca2f7f09e1f95ef350bf22a997f03d463f488c00f0e111ad1b819dc51f53,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn475/ts_guess.xyz
rxn479,12,0,1,rxn479.xyz,0158cebb1f90e7fbb396f0961b00a71c6493c3275575f548b69f46c4179d4f69,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn479/ts_guess.xyz
rxn487,8,0,1,rxn487.xyz,c9df28077e896f09df610650b11324b164d216bdec5a1bd69379c22d3f5615ec,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn487/ts_guess.xyz
rxn511,11,0,1,rxn511.xyz,4a24782378bbb25b87a5f188243970cc39602cd72dbbaf7bc958a5563f06dcec,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn511/ts_guess.xyz
rxn522,14,0,1,rxn522.xyz,6100412854a45f8ab86ca18490efe7bbe3f76b3651afd29ddedb7579cb9a41d0,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn522/ts_guess.xyz
rxn526,14,0,1,rxn526.xyz,f0698bc6c59fb098e0db821d7f31f55a5656f4ef1d9b4a72ab5ae14c95fa286d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn526/ts_guess.xyz
rxn532,14,0,1,rxn532.xyz,e96424bbe1917cb90e485549e1459865acbd66a47729c0f1f00f8745fe4321af,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn532/ts_guess.xyz
rxn541,16,0,1,rxn541.xyz,be239051baa5eb93f99c2ed69e19b73ee162d125559da8399c65f7d99e42a390,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn541/ts_guess.xyz
rxn548,13,0,1,rxn548.xyz,fedfc69aeae9db7b0d3d94b4042d06a1e9782a91b3756e906dbfa4d5fc70cd62,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn548/ts_guess.xyz
rxn575,13,0,1,rxn575.xyz,ad904fba1f69e57127575e406c451604c014995d5c3e3894fe5136b3963bb729,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn575/ts_guess.xyz
rxn591,18,0,1,rxn591.xyz,725ee35ae5059a1667339aca06c32d6551fc6d3ab34cad0bda64c8736d9d1c8d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn591/ts_guess.xyz
rxn593,9,0,1,rxn593.xyz,3443a68d69f5346ae6509f8be5c92b17b16ea14344465d860c572365387c2939,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn593/ts_guess.xyz
rxn596,11,0,1,rxn596.xyz,8efd361e89b4debd157f81cbbf980e4ec31607856395e674e971b5c16fba035c,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn596/ts_guess.xyz
rxn600,16,0,1,rxn600.xyz,ba7001dae12b219531b2b2670071cf2e6c5e31e9afabf1d4d94e21f8ee24c840,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn600/ts_guess.xyz
rxn602,16,0,1,rxn602.xyz,10a74e0690ed95270a804c240a515ed0da23091c52fd53a8fb9e3ed32546d591,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn602/ts_guess.xyz
rxn604,16,0,1,rxn604.xyz,dc32d145e9443236ec1ddab83a50ba0967fa7bcf72ac8ec934bf0410576dba39,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn604/ts_guess.xyz
rxn618,18,0,1,rxn618.xyz,07d95e327950aaac1a0e14e526a89a7ad3de62c9555dfae653d28fa5f68ea310,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn618/ts_guess.xyz
rxn662,14,0,1,rxn662.xyz,232cafedff5c6a98866322d0e0290b28252e40fa3cf3e4494b3c7c3b42432dd8,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn662/ts_guess.xyz
rxn670,10,0,1,rxn670.xyz,39f469e6fcb6d50c48c73c7d2fbdf6ef89d97d16b07bf126e1f0aca3c11f6f67,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn670/ts_guess.xyz
rxn677,18,0,1,rxn677.xyz,36ab6b6af6ff09277e82303e3d58f7205b456e854ddcf7f1a14d6c189721faa3,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn677/ts_guess.xyz
rxn678,18,0,1,rxn678.xyz,dd6a605ce85a15950407a7f3e6e422e112df2d56db0742c90e672f0b56586ea5,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn678/ts_guess.xyz
rxn697,11,0,1,rxn697.xyz,c41739235c2d41cb18667a4cd21ec4fab6318d10eed63afddf9f796cef220d54,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn697/ts_guess.xyz
rxn707,11,0,1,rxn707.xyz,8a059180adfe7db1cfd09590aa007a4896914b55612c24eec81dfd4e3b6ee18a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn707/ts_guess.xyz
rxn720,11,0,1,rxn720.xyz,4a4d41db6c551eceb0d6482edcc186e37b290ee6399010d7279b5ccd90f130f5,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn720/ts_guess.xyz
rxn760,13,0,1,rxn760.xyz,e1cf331cc575796fdd989e2a4b1dbe4f8e8b12ca6265e09a9727d2a86ecb464b,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn760/ts_guess.xyz
rxn780,12,0,1,rxn780.xyz,1206a0f3f74a72c07be9f6aae332a189464e6b4998581813456224e651323d5c,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn780/ts_guess.xyz
rxn792,12,0,1,rxn792.xyz,ff9039a0ff1098f394d6c6e3a6c72a7c711316487cb5109d672b6d3e15031816,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn792/ts_guess.xyz
rxn793,12,0,1,rxn793.xyz,49c57f6204ff4d8942ead2c649bb0b2ef8f7f9da48c19da20e99238e27d75afc,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn793/ts_guess.xyz
rxn811,8,0,1,rxn811.xyz,401831f7ebafd87a5d551a062a101f9267ecb9731481c0a13c639aec4714bdd3,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn811/ts_guess.xyz
rxn843,12,0,1,rxn843.xyz,a4c60dcddfe5fe9b12ea27ae69fc243dea968d67d4a957aae59869a15e3ad751,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn843/ts_guess.xyz
rxn846,13,0,1,rxn846.xyz,d58da00ecdb604d9a6a649f28c74dfaf9affc57fc1ec638412370a7011707ec7,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn846/ts_guess.xyz
rxn867,12,0,1,rxn867.xyz,5ddf5b17290686e3f86947a22517db0c57c5e66de171ad484b9fb138358c611d,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn867/ts_guess.xyz
rxn873,10,0,1,rxn873.xyz,3150f666a248fbad449f50f3ee52e96dcefec20988868afe0af35a24f59a4481,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn873/ts_guess.xyz
rxn874,10,0,1,rxn874.xyz,266d52fdc5836d523ca600b2fb5a62f592a7542be8499897e0ba93ab3dbf3dc4,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn874/ts_guess.xyz
rxn900,12,0,1,rxn900.xyz,4411b250e000afefa7d811bc7b671f658b98cf05f5043f935f7728d0e36f99ee,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn900/ts_guess.xyz
rxn914,12,0,1,rxn914.xyz,ac4ca98390b458405554f37870029a3ead32b22e75afe91b4a9ef070fbb0ecd4,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn914/ts_guess.xyz
rxn935,8,0,1,rxn935.xyz,f6c4edffc7971ff5f3f78c9371584862a3b9a25bbc0b0bb5b4f41e0e35679f23,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn935/ts_guess.xyz
rxn942,14,0,1,rxn942.xyz,ed4b74ed064750ed8881ebbc7094b2e142a220ad66ac515ded38b3859dbd64da,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn942/ts_guess.xyz
rxn956,13,0,1,rxn956.xyz,2dd7e54a0398a656a5668eb6dd3f4131b477c3b1db654e7a3ca83071a1c05862,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn956/ts_guess.xyz
rxn957,13,0,1,rxn957.xyz,ef5ddf34c6d9829ce0840354799881bb651a9061620a02807ed6f5aaef484f26,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn957/ts_guess.xyz
rxn958,13,0,1,rxn958.xyz,9fe6f45e56b8d193d7b18726348a744fec846c6840124537a4a800905d914d45,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn958/ts_guess.xyz
rxn966,9,0,1,rxn966.xyz,e5b29c3b8f2e8610e5d7e6cb21e970c3d4aeb21705b62c7d8f19ca9d52a2fc27,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn966/ts_guess.xyz
rxn969,16,0,1,rxn969.xyz,d317f1a53f43f0c4708910d54a0e6fa2c3c6ba289f765193b6c9bb6e75a90516,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn969/ts_guess.xyz
rxn981,10,0,1,rxn981.xyz,4bf3b3ae84de7f4c4c119a5c0d0468beaa5cfa30899a8579cbda6a4f1c0c86eb,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn981/ts_guess.xyz
rxn1024,16,0,1,rxn1024.xyz,2e2c54ea954ba7ed643d7fc0f2c156c1e8c026fe970b3891c215297a016301d9,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1024/ts_guess.xyz
rxn1041,13,0,1,rxn1041.xyz,35ecfed262c55d7964fc7a6a722616557e9bb91aa181f201a06c182bee870c96,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1041/ts_guess.xyz
rxn1047,11,0,1,rxn1047.xyz,f20b14beaa2f0f0a0a9d83f3ff6597ef64dc339b97142e6ffac33bdb16048939,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1047/ts_guess.xyz
rxn1048,11,0,1,rxn1048.xyz,401a7d5be955fa02c01b560117651f99213affecc70f3095db6ae51791e44b1f,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1048/ts_guess.xyz
rxn1050,12,0,1,rxn1050.xyz,2f290373c03e9390eb14c7b2adfa7a7e9f1b13bd07f19050a3b69fbd7edc6242,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1050/ts_guess.xyz
rxn1058,12,0,1,rxn1058.xyz,e6a265eaae50bb39589534bb28f545c47312802395c09d57586851e29869ad6b,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1058/ts_guess.xyz
rxn1076,15,0,1,rxn1076.xyz,ac527de06f564dcae5d0282d75f6d94b6276a21bee8fac81039198829612cc01,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1076/ts_guess.xyz
rxn1077,15,0,1,rxn1077.xyz,eaee861a5479bc9e7f9c80b7d7e2db6e9ba10c40975673b39deb43386a9451ca,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1077/ts_guess.xyz
rxn1079,15,0,1,rxn1079.xyz,b0882fbc231a4946b37491121c31589e3f1d67f64fe281127b84b6601158563a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1079/ts_guess.xyz
rxn1081,15,0,1,rxn1081.xyz,59a7afa524a6a4da34e28908d5249fc224cf5aa180cfbb4834436dcde1e76433,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1081/ts_guess.xyz
rxn1086,11,0,1,rxn1086.xyz,f9d0a0280d8a9e2e7492abd2657c2686102c55b9a47a336f68fd6e0f8f990dc6,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1086/ts_guess.xyz
rxn1148,11,0,1,rxn1148.xyz,82b1b8e7685dcd768d0f42d9698ff96d195d378e7afe3734bb1d41256c4e03f1,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1148/ts_guess.xyz
rxn1175,11,0,1,rxn1175.xyz,b5a1d5a205b7b109d4ff43fba9fb4ce81507ea5b8f38de2c48276337c2bfa62c,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1175/ts_guess.xyz
rxn1185,7,0,1,rxn1185.xyz,1e87c36023cc574295d010ee081b4729045341133f18bad360c025f3a3d3155e,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1185/ts_guess.xyz
rxn1204,16,0,1,rxn1204.xyz,c7b7a14f42d7cf756a8fa5a3bfd90da6f0acc2603ef27a0edb23bbd781396822,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1204/ts_guess.xyz
rxn1208,16,0,1,rxn1208.xyz,9398ff119a3ee73c92512931b5bfbc7c80b744205390a44e6b101a954b39c603,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1208/ts_guess.xyz
rxn1214,14,0,1,rxn1214.xyz,40e287761332bdd65ac2023bfaf35c955162d06a3c1f34e8852e77a99666868a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1214/ts_guess.xyz
rxn1216,14,0,1,rxn1216.xyz,d043ce82dc19e7112968eb9e73e1a9b83d30f4f4bdbfb2034f986d9dfa140667,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1216/ts_guess.xyz
rxn1218,14,0,1,rxn1218.xyz,e990e4a06b8b6b335e73ec96241fe9bc045d52146c2465b8a286e0901f43cbc6,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1218/ts_guess.xyz
rxn1220,14,0,1,rxn1220.xyz,d50979fb6d3e04c8087dca1227f569796a47718c002fc5662b4e318691cf1241,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1220/ts_guess.xyz
rxn1234,13,0,1,rxn1234.xyz,3fdd44e63848d84ef90acc98bdbfd0876076cd65d4ce6ff88caecf20937736de,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1234/ts_guess.xyz
rxn1238,13,0,1,rxn1238.xyz,db5527e3d56c750d930c9a6d988e2ccef56968766f32d30a086c0e0a3f7017be,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1238/ts_guess.xyz
rxn1239,13,0,1,rxn1239.xyz,29a458a733b1657292349603d6f3b922ec3e8cb810484b9757859ec36f80fa25,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1239/ts_guess.xyz
rxn1249,11,0,1,rxn1249.xyz,2718d38ca69c5f187f031a2acca47821a00ea7df4f7831a6c7ce0976885441c1,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1249/ts_guess.xyz
rxn1251,11,0,1,rxn1251.xyz,01457152d06044e53d7b37b442c15b9661c7b2f279fd2fb7c4a66f0d0c4f8b4c,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1251/ts_guess.xyz
rxn1279,11,0,1,rxn1279.xyz,2f41cc370303f9addccb55c619f2943d6f406bd741b4212ccba330b9a0c58fc0,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1279/ts_guess.xyz
rxn1286,11,0,1,rxn1286.xyz,49cc5896b3191cb5a891b9299453eccf6d73cafe60a7c381311381867d90c69b,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1286/ts_guess.xyz
rxn1299,12,0,1,rxn1299.xyz,17d7ffeb0fb35c26f38da987071e82b8004b618defd011dc258a44f1c962282a,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1299/ts_guess.xyz
rxn1301,12,0,1,rxn1301.xyz,b3848fc18ca63af87296cbf08a7eddf533b7ab3967c335ea420b50e3c8e41548,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1301/ts_guess.xyz
rxn1311,12,0,1,rxn1311.xyz,b55da1386964023ee5ad1b5e1d8bc40965f52d3e2067baab777fe193f050bf0b,Gaussian_ReactOT_exact/Gaussian_calcfc/rxn1311/ts_guess.xyz
