reaction_id,atom_count,charge,multiplicity,file,sha256,source
rxn336,9,0,1,rxn336.xyz,653784cbb1507dcb67dbd605a95c338bbb553004dde817c0bab1b9bc989c00a0,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn336/ts_guess.xyz
rxn346,11,0,1,rxn346.xyz,fe0816ef6b033bbf616294ba1d782b87a072bac28255fcf253829c7ef5df8117,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn346/ts_guess.xyz
rxn348,17,0,1,rxn348.xyz,12664d0f14d0116dd866540850b8907f4d6c8840ccc7577446b54f148f3cfc4b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn348/ts_guess.xyz
rxn356,17,0,1,rxn356.xyz,0d3a6132c3087159274a62718001cacb3ca8e59ed999164d098b0612866c4c17,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn356/ts_guess.xyz
rxn388,13,0,1,rxn388.xyz,f6e7e043354d84f64a2dbab348be08c0d2511597d49a393ecd8e0a72c72cbd60,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn388/ts_guess.xyz
rxn397,16,0,1,rxn397.xyz,a10ac9a7c2c35a2e970c172fc47d00a7a0056c24a6238e2c6c76b563106252ba,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn397/ts_guess.xyz
rxn398,16,0,1,rxn398.xyz,3a7747649cb9783b73207608a8368d88b65c9b7d3e0416b9f67f5143e318f50b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn398/ts_guess.xyz
rxn403,16,0,1,rxn403.xyz,120c2bb24a4431a180cc742098c0955f6edd009386a5522249fc33f4e34e7620,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn403/ts_guess.xyz
rxn408,11,0,1,rxn408.xyz,cc11e8f9c5ac85b43eb6d718d0d1c58518849cbf82def0455717899135851e39,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn408/ts_guess.xyz
rxn411,11,0,1,rxn411.xyz,41ba8fe302df4349bcc58bd8a355572dcf768aad0f65c4c4b4b4fd504c5e9872,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn411/ts_guess.xyz
rxn416,13,0,1,rxn416.xyz,6d2209b12eac89a88d476e2f1bd176145ac12760aaaef20d0d8fa6be740896ce,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn416/ts_guess.xyz
rxn417,13,0,1,rxn417.xyz,73ee58bad2a1013475c375597fbf6ed62aa08dcb3985afc21c71c21f2689a92b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn417/ts_guess.xyz
rxn432,11,0,1,rxn432.xyz,b943a3c546b9b0b63e721ae347d817f243ada02d88d6640d258ea04bb3402813,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn432/ts_guess.xyz
rxn436,11,0,1,rxn436.xyz,1b8e3fd293e645d64f53337574492af25e25dac2e43f6964aa6feaab3119bc0a,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn436/ts_guess.xyz
rxn447,12,0,1,rxn447.xyz,205cdc6f49fa243d0d5c0d3f3433141f4c098851de2260747fe6ef31fc455f54,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn447/ts_guess.xyz
rxn459,14,0,1,rxn459.xyz,7d03af3f9d95fc929a0708b47d8d7f5d8a82b4635814309388100fcf27386996,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn459/ts_guess.xyz
rxn464,14,0,1,rxn464.xyz,1f78dd644bde51af900c014ad5bbc415a9c0ca3c7c3575cf1ac0adba91b0a739,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn464/ts_guess.xyz
rxn479,12,0,1,rxn479.xyz,8a7f51ecc2861ee9ed14b7c4cbdd305f549f2589016e6c1e8948d317242a2548,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn479/ts_guess.xyz
rxn487,8,0,1,rxn487.xyz,f3c985228d4117cc5c04e387c34fed9befdfb0a3eab27effb0003d781301b7ce,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn487/ts_guess.xyz
rxn511,11,0,1,rxn511.xyz,7d20c4a3244e5b632f3d620b318ef398b791e6af413078fde44b63f53cadc238,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn511/ts_guess.xyz
rxn522,14,0,1,rxn522.xyz,0d82550031b4182162d91427538ec40f85c58ab1d853192e0ff6052b2d29b6cf,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn522/ts_guess.xyz
rxn526,14,0,1,rxn526.xyz,f20c1bc7063d9e2450886a38add0d87aa16c103269c4c1434bb383343d0a0734,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn526/ts_guess.xyz
rxn532,14,0,1,rxn532.xyz,986f5ff8b373256814febbb26705a805ea0909d26b04571a968774c460c8ef24,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn532/ts_guess.xyz
rxn548,13,0,1,rxn548.xyz,5eb7236e5bf2951ca2c9faeb1eca737bd12da8ddd18341d398e11fef13f7a963,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn548/ts_guess.xyz
rxn575,13,0,1,rxn575.xyz,efad679607ae352360d071f00f43fadc109847a35c8d2012749d221ab79123d6,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn575/ts_guess.xyz
rxn591,18,0,1,rxn591.xyz,9d788b8ee109cadf2f309a8319e07e2801339262a8b3de59f46a9bd8f1ff83a9,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn591/ts_guess.xyz
rxn593,9,0,1,rxn593.xyz,de9ee2bd3ecbdd90577bb381ab0187eae0000dd7a3f3514533981222fb7eb9cd,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn593/ts_guess.xyz
rxn596,11,0,1,rxn596.xyz,b243ce9a6c353b26cf247a418f4efcc0883c2ef3a4d62cea14e9a90586a87f5a,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn596/ts_guess.xyz
rxn600,16,0,1,rxn600.xyz,af7d178627c75b57a8228678b7081a5e4fca2284028ba56d61c40603b5458c15,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn600/ts_guess.xyz
rxn602,16,0,1,rxn602.xyz,360961b2d124c1c38fe694a3552e57e213949fccb2a4ae4d844cf706ac5653db,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn602/ts_guess.xyz
rxn604,16,0,1,rxn604.xyz,f80a3705652b5a63573a1f36ea487f07d4e0dabc383420b695fb574c0e76e707,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn604/ts_guess.xyz
rxn618,18,0,1,rxn618.xyz,86deeafa0518ba262339f584abf46da05cd43e167c9ebc1d23ddf24f8aee7bcc,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn618/ts_guess.xyz
rxn662,14,0,1,rxn662.xyz,6e236eeda3fa6be28d12be9453529598c621caefff9569c06c27b0fd3e6e8634,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn662/ts_guess.xyz
rxn670,10,0,1,rxn670.xyz,d2b64346df13be5e6812e7f76120a94877cbf0a84aaba7395eff6e76f864384c,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn670/ts_guess.xyz
rxn677,18,0,1,rxn677.xyz,49f4f99410aa64b3bf2109b718aec2deae5942abc20655782e2952f7ee69e9e8,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn677/ts_guess.xyz
rxn678,18,0,1,rxn678.xyz,65053ba7612f2e483fdfee296c6e7c5d1ae3b8e98ee8ac0b0d836d8b3f8a06be,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn678/ts_guess.xyz
rxn697,11,0,1,rxn697.xyz,b350cca1d9b2f045023ae28cc1e6f72411763f2ea89b62d39e039f215163ae38,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn697/ts_guess.xyz
rxn707,11,0,1,rxn707.xyz,84ba3f635ce89130c1787fe59b392d21ed0b369ddc4db3530a4ec2b6f9939e90,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn707/ts_guess.xyz
rxn720,11,0,1,rxn720.xyz,9de815fcc6247e1c37b77587dfcfbe521aabea5a6af678d444c45f9feac5ce36,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn720/ts_guess.xyz
rxn760,13,0,1,rxn760.xyz,b1582206ee56a6323a21453877b867a8ed5656bbaa8990fd61215a46cb3153bf,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn760/ts_guess.xyz
rxn780,12,0,1,rxn780.xyz,fc7e2cb84da3eec6a0cd34b4271d8ded78f390317f598d49e7d34b8900c6547b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn780/ts_guess.xyz
rxn792,12,0,1,rxn792.xyz,6b73746e06224fb750c8c90c5c1f91151683916b6b775e9f607ee5673784d1c9,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn792/ts_guess.xyz
rxn793,12,0,1,rxn793.xyz,4c114e4299b2040b7e1edbfcafc9a1bd28820788e68855b1e5e57442d55b9650,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn793/ts_guess.xyz
rxn811,8,0,1,rxn811.xyz,b0db4d18d9db9b2c3acdd3ad0031053ddf9e33c30f3d33993e3690d6075ba547,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn811/ts_guess.xyz
rxn843,12,0,1,rxn843.xyz,d63d4b8b3fedcabea9cbb7c5f35a6025a61df0e180e7567d0827114c0118a034,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn843/ts_guess.xyz
rxn846,13,0,1,rxn846.xyz,aa2d5cc50f80c692c5692e82b0d425316e82574419f18c2ce77dcc6658c6d9fa,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn846/ts_guess.xyz
rxn867,12,0,1,rxn867.xyz,e66a6a16e06d070a4ac5409221ed1b65b4efe62a1c8f8b143cd097b7d910c13c,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn867/ts_guess.xyz
rxn874,10,0,1,rxn874.xyz,56c0bc6970d2d7485be39ac0eb337f949aff475650e8cb0f112df6df621ec54e,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn874/ts_guess.xyz
rxn900,12,0,1,rxn900.xyz,ae4c7d724e87b7bb125ebced70209d41b49398b9866dd96fb97a28ca389f9926,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn900/ts_guess.xyz
rxn914,12,0,1,rxn914.xyz,9e31c37ca02200710e5ba5502a3231b963b7f9da163a97c4ec6fa8f4ca6de35d,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn914/ts_guess.xyz
rxn935,8,0,1,rxn935.xyz,d2f346ae37b8c6eb24efd1db63124e6e768439eab0503297cc04b96531862d86,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn935/ts_guess.xyz
rxn942,14,0,1,rxn942.xyz,41fdc57ddbe85f873e6a38aafd7b713b9fcc548c3bc62ef2f6d76ef4affac569,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn942/ts_guess.xyz
rxn956,13,0,1,rxn956.xyz,08313623fb358d6f701f4a772cc4cfb3264e1ed057792bb7236f8ffdbbfe73bc,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn956/ts_guess.xyz
rxn957,13,0,1,rxn957.xyz,c5022314965a287e38332d80601e24a5978652d6d0536adc35f33858c68b64dc,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn957/ts_guess.xyz
rxn958,13,0,1,rxn958.xyz,82ea4b476f4bbcb36bd76b324755be6def4e451a343573e43f2ef37fe10be107,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn958/ts_guess.xyz
rxn966,9,0,1,rxn966.xyz,1c395c04f0f5d2b1dbf03f644b2517cc82aa8115605d2c534351e1e1000fd351,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn966/ts_guess.xyz
rxn969,16,0,1,rxn969.xyz,bcbd6ec399689d10032fcc1b1e051ebdf77f326726eaebda6e3e6aa688b5cf94,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn969/ts_guess.xyz
rxn981,10,0,1,rxn981.xyz,4629d2b7f66f373401fee37eb7ffd5d4dfc6f427d5d513e8e7e7b2637815b857,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn981/ts_guess.xyz
rxn1024,16,0,1,rxn1024.xyz,0237c5b143f3c5218d27568d5436b729098eb0d531b1e40df4e9baa5c2af9e56,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1024/ts_guess.xyz
rxn1041,13,0,1,rxn1041.xyz,52e2c04517af027c6d8ff5bfaee115c91dd008f4e35fbc2fc8bf7a22bffb24f0,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1041/ts_guess.xyz
rxn1047,11,0,1,rxn1047.xyz,bf26734e5ead7cba61cd7258b8433d0947a43260632aab06e5c1d7c3e33e9b25,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1047/ts_guess.xyz
rxn1050,12,0,1,rxn1050.xyz,a7d116630d500d1c5ff93743119cc5d189c83621147f569f354e17efdb52a980,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1050/ts_guess.xyz
rxn1058,12,0,1,rxn1058.xyz,fc5758250c232c10b3e670aedd558b3d38013c4b62b28c6d260faf7be17ef838,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1058/ts_guess.xyz
rxn1076,15,0,1,rxn1076.xyz,33620f7a11960bbe5cb9d71dcb2d1c82b1e28c0c6eaaacb8e7b8d902c296cd78,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1076/ts_guess.xyz
rxn1077,15,0,1,rxn1077.xyz,4f4787ef6215689700264ae2945ead701c166569784cc239574812a9cfbf932b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1077/ts_guess.xyz
rxn1079,15,0,1,rxn1079.xyz,328b704705bf161b1bc3638b0428d2e2dd695f314077b926c53cfbb3834b17a0,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1079/ts_guess.xyz
rxn1081,15,0,1,rxn1081.xyz,97c2f397093324b3513243a7b095e0c3bb8489d68f9d5687850831e0a37e72bc,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1081/ts_guess.xyz
rxn1086,11,0,1,rxn1086.xyz,0f985e54acd91f8e87ac4854cbc8d2c18e748432cdf58b0df63fa08e6393ecfc,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1086/ts_guess.xyz
rxn1148,11,0,1,rxn1148.xyz,4c9550b22aea331f3b64c791dc8c303bdf549016e991edbcd971314a26751d80,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1148/ts_guess.xyz
rxn1204,16,0,1,rxn1204.xyz,5002adde492174d0c22301a7933119ce42326e79c18fdfba026cde7ee060494b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1204/ts_guess.xyz
rxn1208,16,0,1,rxn1208.xyz,de6476a4df86e58a593134fb988a1d58e283406259a4c6af0969547da17a799a,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1208/ts_guess.xyz
rxn1214,14,0,1,rxn1214.xyz,0dee69565ef7c81a82382876b0427132289f712698bda78391d821eb90eae9b7,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1214/ts_guess.xyz
rxn1216,14,0,1,rxn1216.xyz,f324be72dfd48efb6da4be4bb04e047da83a53202e05b388a9aa5f468a8b4aeb,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1216/ts_guess.xyz
rxn1218,14,0,1,rxn1218.xyz,0273cfd443741116b01fdf27a0156f0f952ddae567574ed853ffac73d537951f,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1218/ts_guess.xyz
rxn1220,14,0,1,rxn1220.xyz,19b8bb9f940626dd2bab4a3058eac3de50aa7c4ce1c3e75671f0befa5e2766b6,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1220/ts_guess.xyz
rxn1238,13,0,1,rxn1238.xyz,6601729182b4764ee0781734213ed943e4a5b243c1447d1e62b7b577f9775498,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1238/ts_guess.xyz
rxn1239,13,0,1,rxn1239.xyz,2aa6ff494a9cc30e57f4562399c7be69c22ebd0e24da7adeb7a25703db505c3e,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1239/ts_guess.xyz
rxn1249,11,0,1,rxn1249.xyz,51240090f2f8fac129d2efc892976bc2a06c1a1685a046e8cb8f037f5a408f01,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1249/ts_guess.xyz
rxn1251,11,0,1,rxn1251.xyz,34303f04e3a95b05f333871cb46bccbf2eff9f919b6b98d9dfefc32745be3e5d,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1251/ts_guess.xyz
rxn1279,11,0,1,rxn1279.xyz,afaeff7b1da0d3ac9a05ca131502711d5b6794ad94d42681c777e01954090a90,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1279/ts_guess.xyz
rxn1286,11,0,1,rxn1286.xyz,b557046f5d47aed4aceec6a42a91c2a0bf5ec5dfde601d227a74e164941c6b35,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1286/ts_guess.xyz
rxn1299,12,0,1,rxn1299.xyz,93444c188ad66cfaede320068fb9bde6874585b12879ae3358771dbdf2afdac2,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1299/ts_guess.xyz
rxn1311,12,0,1,rxn1311.xyz,f4226f59c32f7b80e3fd6f367e887ec343d7cc3c8c377125389af67bb095f705,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1311/ts_guess.xyz
rxn1312,8,0,1,rxn1312.xyz,1dee70f56892e93469527119774fa28eba8605c38c45bf2328a963241e45f477,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1312/ts_guess.xyz
rxn1318,11,0,1,rxn1318.xyz,6ee47716ffc03232bdfe176bbb9458cf675844c04729f66293ff5a1f4e374ad1,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1318/ts_guess.xyz
rxn1319,11,0,1,rxn1319.xyz,091c4cc3860bdec28ab89e0e35994871ab2d60c561e89f76abbfb7effe45346a,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1319/ts_guess.xyz
rxn1326,10,0,1,rxn1326.xyz,467d1855ab4cf8b01372df62cf7dcdeace4c9d63c96a70d470a6560dccba296e,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1326/ts_guess.xyz
rxn1327,12,0,1,rxn1327.xyz,8913419a046b3107931721e401907b769d6797ff409b30585588a09a142d4081,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1327/ts_guess.xyz
rxn1328,12,0,1,rxn1328.xyz,79c0e7d82a9f36e2ea7dcca2fdf28b0e1e0539a9ab444aa43c32add75034453d,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1328/ts_guess.xyz
rxn1341,14,0,1,rxn1341.xyz,29e5070839535d86b354f78f5bc1689fa544a594f1fa33a46c675bd0d17e8235,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1341/ts_guess.xyz
rxn1351,14,0,1,rxn1351.xyz,d43e12ce5b5304c2be3f842e3e765051f49024607f901df3bdb600cb6273d0c9,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1351/ts_guess.xyz
rxn1354,14,0,1,rxn1354.xyz,40f3af6cf79cbb4ab4fc665555281ae51dca629981465969cde1d5cf33744f82,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1354/ts_guess.xyz
rxn1366,13,0,1,rxn1366.xyz,c6ad58352b74d957e16536331d4c11096978899337785d67e5ce6963e88418af,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1366/ts_guess.xyz
rxn1376,11,0,1,rxn1376.xyz,1414c01e25b9f7265b3b3d92ff84099ecad99635bf827a344c905e61af914804,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1376/ts_guess.xyz
rxn1379,11,0,1,rxn1379.xyz,ed0598585371251bcb5da69a12906455c852d285e5b14514957bfdeb9d88004a,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1379/ts_guess.xyz
rxn1398,10,0,1,rxn1398.xyz,5bae7b33a60ed3095581b4cb7a3395dbb77cf2a6f409dba6eb6c59907ce9441b,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1398/ts_guess.xyz
rxn1417,13,0,1,rxn1417.xyz,7423cae30f60a7271b588403bddb4462811324d9f3ed987f55b86de01a2737a3,Gaussian_GSM_eqV2/Gaussian_calcfc/rxn1417/ts_guess.xyz
